"";"requested";"funded";"interestrate";"loanlength";"loanpurpose";"debt_income";"state";"homeownership";"monthlyincome";"FICOrange";"opencreditlines";"revolvingcredit";"inquiries";"emplength";"bal_income";"bal_yearincome";"fundedPerc";"FICOavg"
"53780";12500;12475;0,0603;"36 months";"car";0,1482;"FL";"RENT";4944,92;"755-759";11;6014;0;2;1,21619763312652;0,101349802760543;0,998;757
"101800";25000;2125;0,1501;"36 months";"debt_consolidation";0,2459;"GA";"MORTGAGE";15416,67;"695-699";24;245886;7;2;15,9493587136522;1,32911322613768;0,085;697
"17016";9600;9600;0,1446;"60 months";"debt_consolidation";0,1027;"DE";"RENT";5500;"680-684";8;8359;2;3;1,51981818181818;0,126651515151515;1;682
"9639";8100;8100;0,1385;"36 months";"debt_consolidation";0,1763;"FL";"RENT";4600;"675-679";9;2963;0;3;0,644130434782609;0,0536775362318841;1;677
"42760";15000;15000;0,1465;"36 months";"debt_consolidation";0,2007;"MI";"MORTGAGE";3666,67;"690-694";11;13843;1;5;3,775360204218;0,3146133503515;1;692
"18362";15000;14950;0,1632;"60 months";"debt_consolidation";0,0753;"MA";"MORTGAGE";14000;"685-689";14;5469;4;5;0,390642857142857;0,0325535714285714;0,996666666666667;687
"98619";11000;11000;0,1114;"36 months";"debt_consolidation";0,1657;"NJ";"MORTGAGE";5000;"695-699";17;8734;0;3;1,7468;0,145566666666667;1;697
"19598";9600;9600;0,1417;"36 months";"credit_card";0,1861;"NY";"OWN";5416,67;"670-674";21;16278;1;8;3,00516738143546;0,250430615119621;1;672
"94218";25000;25000;0,1311;"36 months";"debt_consolidation";0,1852;"CA";"RENT";5000;"775-779";11;4345;3;2;0,869;0,0724166666666667;1;777
"83646";14550;14550;0,1311;"36 months";"debt_consolidation";0,2134;"WA";"MORTGAGE";4583,33;"685-689";7;20141;0;11;4,3944031959296;0,366200266327466;1;687
"56385";10000;10000;0,1074;"36 months";"debt_consolidation";0,1788;"CA";"RENT";2500;"700-704";6;11120;0;3;4,448;0,370666666666667;1;702
"94994";24000;24000;0,1114;"60 months";"debt_consolidation";0,2098;"DC";"OWN";8000;"705-709";9;20247;0;2;2,530875;0,21090625;1;707
"38492";20000;19950;0,1065;"60 months";"debt_consolidation";0,2402;"KS";"OWN";5200;"745-749";11;15709;0;11;3,02096153846154;0,251746794871795;0,9975;747
"11868";25000;24975;0,1149;"36 months";"credit_card";0,1178;"CA";"MORTGAGE";25000;"725-729";14;37719;0;7;1,50876;0,12573;0,999;727
"71057";7200;7200;0,1777;"36 months";"home_improvement";0,0218;"NC";"MORTGAGE";3250;"670-674";4;1301;1;4;0,400307692307692;0,0333589743589744;1;672
"92024";5000;5000;0,1433;"36 months";"debt_consolidation";0,1112;"FL";"RENT";2916,67;"675-679";5;4114;0;11;1,4105126736998;0,117542722808317;1;677
"30137";20000;19975;0,1649;"60 months";"debt_consolidation";0,1616;"MN";"MORTGAGE";5000;"710-714";13;20337;3;11;4,0674;0,33895;0,99875;712
"26323";5600;5600;0,0791;"36 months";"major_purchase";0,2021;"CA";"RENT";3166,67;"730-734";12;32987;0;6;10,4169364032248;0,86807803360207;1;732
"48554";20000;20000;0,079;"36 months";"credit_card";0,013;"IL";"RENT";10400;"750-754";5;6969;0;1;0,670096153846154;0,0558413461538462;1;752
"76933";6000;6000;0,089;"36 months";"other";0,1716;"NY";"MORTGAGE";12500;"715-719";12;60368;2;0;4,82944;0,402453333333333;1;717
"29775";3200;3200;0,1749;"60 months";"debt_consolidation";0,079;"CA";"RENT";2609;"670-674";9;5382;0;3;2,06285933307781;0,171904944423151;1;672
"100072";24375;24375;0,1409;"36 months";"credit_card";0,2636;"MT";"MORTGAGE";4583,33;"710-714";11;27379;3;4;5,97360434443952;0,497800362036627;1;712
"78792";25225;25225;0,1212;"36 months";"debt_consolidation";0,3077;"CA";"MORTGAGE";6500;"715-719";8;11736;0;11;1,80553846153846;0,150461538461538;1;717
"13110";20000;19900;0,1595;"60 months";"debt_consolidation";0,122;"VA";"MORTGAGE";6666,67;"700-704";12;20744;1;5;3,11159844420078;0,259299870350065;0,995;702
"74037";30225;30225;0,1777;"36 months";"credit_card";0,2815;"TX";"MORTGAGE";8333,33;"710-714";21;28631;0;11;3,43572137428855;0,286310114524046;1;712
"5465";7000;7000;0,074;"36 months";"credit_card";0,0889;"AZ";"MORTGAGE";3352;"770-774";14;14014;2;0;4,18078758949881;0,348398965791567;1;772
"23345";35000;14869,55;0,1565;"60 months";"home_improvement";0,2619;"FL";"MORTGAGE";6308,75;"735-739";14;34883;0;11;5,52930453734892;0,46077537811241;0,424844285714286;737
"59271";7575;7575;0,0976;"36 months";"debt_consolidation";0,1099;"TX";"RENT";2375;"725-729";3;5640;0;3;2,37473684210526;0,197894736842105;1;727
"54197";15000;15000;0,1311;"36 months";"other";0,1655;"PA";"RENT";4166,67;"695-699";11;9066;0;2;2,17583825932939;0,181319854944116;1;697
"45525";24000;24000;0,1581;"60 months";"small_business";0,0062;"NY";"OWN";10000;"725-729";8;0;3;11;0;0;1;727
"94545";19800;19775;0,1531;"60 months";"debt_consolidation";0,1503;"IL";"MORTGAGE";6666,67;"675-679";10;46879;3;6;7,03184648407676;0,585987207006396;0,998737373737374;677
"10785";9250;6475;0,1075;"60 months";"small_business";0,0341;"CA";"MORTGAGE";8500;"755-759";6;105060;0;4;12,36;1,03;0,7;757
"42562";6000;6000;0,1596;"36 months";"debt_consolidation";0,0638;"NC";"MORTGAGE";6916,67;"660-664";7;6309;1;6;0,912144138725716;0,0760120115604764;1;662
"70606";3500;3500;0,1531;"36 months";"other";0,0714;"NY";"RENT";5000;"685-689";2;14064;0;1;2,8128;0,2344;1;687
"102226";7200;5675;0,1482;"36 months";"debt_consolidation";0,0967;"CA";"RENT";4500;"645-649";7;6572;1;6;1,46044444444444;0,121703703703704;0,788194444444444;647
"56056";12000;12000;0,0603;"36 months";"medical";0,2257;"MT";"MORTGAGE";7500;"760-764";8;5116;0;11;0,682133333333333;0,0568444444444444;1;762
"53245";20000;20000;0,079;"36 months";"credit_card";0,1359;"CA";"RENT";7258,33;"730-734";5;14268;0;9;1,96574143088011;0,163811785906676;1;732
"71531";3900;3900;0,1212;"36 months";"debt_consolidation";0,0755;"HI";"MORTGAGE";2583,33;"685-689";8;3724;0;1;1,44155024716161;0,120129187263467;1;687
"45828";16000;16000;0,1922;"60 months";"credit_card";0,2128;"NC";"RENT";3416,67;"680-684";8;26060;1;11;7,62730963189304;0,635609135991087;1;682
"28189";15000;15000;0,1599;"36 months";"other";0,1134;"SC";"MORTGAGE";8583,33;"675-679";6;3844;2;7;0,447844834114499;0,0373204028428749;1;677
"55542";28200;28200;0,205;"60 months";"debt_consolidation";0,156;"NY";"MORTGAGE";4833,33;"695-699";18;27158;0;9;5,61890042682788;0,468241702235657;1;697
"26424";15000;14975;0,1349;"36 months";"small_business";0,0344;"AK";"RENT";6666,67;"705-709";3;2698;0;0;0,404699797650101;0,0337249831375084;0,998333333333333;707
"27371";7400;7400;0,1399;"36 months";"other";0,2052;"NY";"RENT";4166,25;"675-679";17;6653;1;NA;1,5968796879688;0,133073307330733;1;677
"24445";15000;15000;0,1059;"36 months";"debt_consolidation";0,1466;"MA";"RENT";5150;"730-734";9;5116;2;2;0,993398058252427;0,0827831715210356;1;732
"25133";4500;4500;0,0599;"36 months";"debt_consolidation";0,2146;"NY";"RENT";3644,83;"765-769";8;1058;2;0;0,29027416916564;0,0241895140971367;1;767
"72072";3000;3000;0,1409;"36 months";"debt_consolidation";0,1236;"NC";"RENT";4789,33;"680-684";9;1353;2;11;0,282502980583923;0,0235419150486603;1;682
"43844";9000;9000;0,1427;"36 months";"debt_consolidation";0,1874;"TX";"RENT";5833,33;"675-679";13;11637;3;8;1,99491542566596;0,16624295213883;1;677
"60894";4000;4000;0,089;"36 months";"credit_card";0,2411;"FL";"RENT";4583,33;"705-709";17;11351;0;1;2,47658361933354;0,206381968277795;1;707
"59206";10000;10000;0,1727;"36 months";"credit_card";0,2184;"MI";"MORTGAGE";2916,67;"665-669";18;21245;0;11;7,28399167543809;0,606999306286507;1;667
"24426";6400;6400;0,1599;"60 months";"debt_consolidation";0,2443;"NY";"RENT";3500;"690-694";9;973;0;4;0,278;0,0231666666666667;1;692
"91173";4325;4325;0,1016;"36 months";"debt_consolidation";0,0179;"GA";"MORTGAGE";11000;"715-719";9;75;3;NA;0,00681818181818182;0,000568181818181818;1;717
"56404";12000;12000;0,1311;"36 months";"debt_consolidation";0,1704;"WA";"MORTGAGE";4583,33;"695-699";9;41871;0;3;9,13549755308913;0,761291462757427;1;697
"75634";10000;10000;0,1531;"36 months";"debt_consolidation";0,104;"CA";"RENT";9000;"665-669";12;5141;0;11;0,571222222222222;0,0476018518518519;1;667
"93296";12000;12000;0,1016;"36 months";"home_improvement";0,0805;"MA";"MORTGAGE";6250;"720-724";9;11626;0;0;1,86016;0,155013333333333;1;722
"69885";6000;6000;0,1212;"36 months";"debt_consolidation";0,0494;"WI";"MORTGAGE";4333,33;"690-694";12;9656;2;5;2,22830940639185;0,185692450532654;1;692
"31787";2200;2200;0,1349;"36 months";"debt_consolidation";0,0327;"WA";"OWN";6666,67;"700-704";2;10142;0;5;1,52129923935038;0,126774936612532;1;702
"38073";5000;5000;0,1427;"36 months";"debt_consolidation";0,17;"FL";"OWN";5000;"670-674";9;14748;3;1;2,9496;0,2458;1;672
"25600";12000;12000;0,1969;"60 months";"debt_consolidation";0,1623;"NV";"RENT";3376;"665-669";12;8437;1;4;2,49911137440758;0,208259281200632;1;667
"36576";3000;3000;0,079;"36 months";"credit_card";0,2203;"PA";"MORTGAGE";5583,33;"705-709";15;12968;0;3;2,32262825231537;0,193552354359615;1;707
"81991";30000;30000;0,2149;"60 months";"debt_consolidation";0,1689;"NY";"MORTGAGE";13999,17;"700-704";14;61579;0;11;4,39876078367503;0,366563398639586;1;702
"73434";10800;10800;0,1212;"36 months";"debt_consolidation";0,267;"NJ";"RENT";5833,33;"695-699";6;27585;0;5;4,72885984506277;0,394071653755231;1;697
"50956";10500;10500;0,1825;"36 months";"debt_consolidation";0,1152;"GA";"MORTGAGE";8750;"660-664";15;9984;3;8;1,14102857142857;0,0950857142857143;1;662
"45189";10000;10000;0,0662;"36 months";"debt_consolidation";0,0549;"CA";"MORTGAGE";10833,33;"755-759";5;40827;0;7;3,76864731342994;0,314053942785829;1;757
"80144";24000;23950;0,1212;"36 months";"debt_consolidation";0,2668;"TX";"MORTGAGE";5791,67;"715-719";13;34104;0;11;5,88845704261465;0,490704753551221;0,997916666666667;717
"77251";16000;16000;0,1409;"36 months";"debt_consolidation";0,0285;"CA";"MORTGAGE";3333,33;"690-694";6;3909;0;7;1,17270117270117;0,0977250977250977;1;692
"49782";15000;15000;0,1399;"36 months";"debt_consolidation";0,126;"MI";"MORTGAGE";3500;"705-709";7;13036;1;11;3,72457142857143;0,310380952380952;1;707
"101411";9500;9500;0,2198;"36 months";"other";0,1601;"PA";"RENT";4500;"660-664";7;3673;1;3;0,816222222222222;0,0680185185185185;1;662
"81782";35000;35000;0,1905;"36 months";"debt_consolidation";0,1575;"FL";"MORTGAGE";18750;"690-694";21;73813;1;4;3,93669333333333;0,328057777777778;1;692
"71268";5000;5000;0,079;"36 months";"debt_consolidation";0,2182;"TX";"MORTGAGE";4166,67;"725-729";8;15502;1;NA;3,72047702361838;0,310039751968198;1;727
"38833";15000;15000;0,1171;"36 months";"debt_consolidation";0,117;"FL";"RENT";6250;"700-704";6;6622;0;6;1,05952;0,0882933333333333;1;702
"69249";5000;5000;0,1531;"36 months";"debt_consolidation";0,1737;"GA";"RENT";1750;"675-679";3;10361;0;0;5,92057142857143;0,493380952380952;1;677
"5299";19000;18975;0,1114;"36 months";"debt_consolidation";0,1983;"CA";"RENT";4548,83;"775-779";12;33809;1;5;7,43246065471781;0,619371721226484;0,998684210526316;777
"61835";11625;11625;0,158;"36 months";"debt_consolidation";0,3112;"OK";"RENT";2860;"680-684";14;8374;2;7;2,92797202797203;0,243997668997669;1;682
"64769";25000;25000;0,0762;"36 months";"wedding";0,1345;"NY";"RENT";6750;"750-754";16;17193;0;5;2,54711111111111;0,212259259259259;1;752
"35250";8000;8000;0,1269;"36 months";"debt_consolidation";0,0767;"AL";"OWN";7916,67;"685-689";4;1442;0;6;0,182147291727456;0,015178940977288;1;687
"7007";9800;9675;0,0859;"36 months";"major_purchase";0,1499;"HI";"MORTGAGE";3583,33;"760-764";12;5164;0;3;1,4411176196443;0,120093134970358;0,987244897959184;762
"2577";6000;5975;0,08;"36 months";"wedding";0,0106;"NY";"RENT";5000;"765-769";6;7161;0;3;1,4322;0,11935;0,995833333333333;767
"37863";10200;10200;0,1242;"36 months";"debt_consolidation";0,1786;"CO";"MORTGAGE";5833,33;"705-709";9;9817;2;4;1,68291524738014;0,140242937281678;1;707
"34551";10500;10500;0,0662;"36 months";"medical";0,1626;"OK";"MORTGAGE";4853,33;"760-764";9;2816;1;3;0,58022017872265;0,0483516815602208;1;762
"38905";5000;5000;0,079;"36 months";"small_business";0,0775;"IL";"MORTGAGE";5500;"725-729";11;16396;3;0;2,98109090909091;0,248424242424242;1;727
"53762";17500;17500;0,079;"36 months";"small_business";0,0797;"CA";"RENT";5416,67;"810-814";4;17;0;0;0,00313845960710178;0,000261538300591815;1;812
"32323";4000;4000;0,1903;"36 months";"other";0,1056;"CA";"RENT";1600;"685-689";2;299;0;6;0,186875;0,0155729166666667;1;687
"49042";22000;22000;0,1212;"36 months";"debt_consolidation";0,1693;"NY";"RENT";3916,67;"715-719";4;22142;0;1;5,65327178444955;0,471105982037462;1;717
"16346";5000;4900;0,0579;"36 months";"other";0,0918;"NY";"RENT";5520;"750-754";10;7351;0;7;1,33170289855072;0,110975241545894;0,98;752
"100424";8000;8000;0,1629;"36 months";"credit_card";0,2919;"IL";"MORTGAGE";6916,67;"685-689";14;21498;2;4;3,10814308041297;0,259011923367748;1;687
"75831";19125;19125;0,1849;"60 months";"other";0,291;"GA";"RENT";4166,67;"700-704";14;28108;3;6;6,74591460326832;0,56215955027236;1;702
"67863";16000;16000;0,1212;"36 months";"debt_consolidation";0,1823;"NY";"RENT";4166,67;"700-704";14;16309;0;1;3,9141568686745;0,326179739056209;1;702
"103546";4500;4500;0,1459;"36 months";"vacation";0,1735;"NY";"OWN";6000;"660-664";18;5197;4;2;0,866166666666667;0,0721805555555556;1;662
"50874";5800;5800;0,2245;"60 months";"other";0,1186;"CA";"RENT";1416,67;"665-669";3;6077;2;6;4,28963696556008;0,357469747130007;1;667
"101548";10000;525;0,147;"36 months";"credit_card";0,0637;"FL";"RENT";5416,67;"645-649";4;2211;6;0;0,408184364194237;0,0340153636828531;0,0525;647
"80841";16750;16750;0,1875;"36 months";"debt_consolidation";0,0884;"FL";"MORTGAGE";5666,67;"680-684";8;13567;1;4;2,39417506224996;0,19951458852083;1;682
"65855";3600;3600;0,1212;"36 months";"debt_consolidation";0,2716;"CA";"OWN";3333,33;"695-699";15;12153;1;11;3,64590364590365;0,303825303825304;1;697
"26919";10000;10000;0,1562;"36 months";"debt_consolidation";0,1219;"NY";"RENT";7500;"670-674";12;17133;1;11;2,2844;0,190366666666667;1;672
"31098";6000;6000;0,0542;"36 months";"vacation";0,0151;"MD";"OWN";4250;"800-804";14;1838;0;11;0,432470588235294;0,0360392156862745;1;802
"68962";10000;10000;0,0762;"36 months";"medical";0,1326;"MN";"MORTGAGE";7416,67;"735-739";12;16297;2;11;2,19734732703491;0,183112277252909;1;737
"61493";10000;10000;0,1777;"36 months";"credit_card";0,058;"CO";"RENT";7166,67;"685-689";3;15279;1;11;2,13195249676628;0,177662708063857;1;687
"28574";5000;5000;0,0749;"36 months";"home_improvement";0,1645;"VA";"MORTGAGE";18750;"745-749";10;129071;0;11;6,88378666666667;0,573648888888889;1;747
"69724";35000;34950;0,2376;"60 months";"debt_consolidation";0,2422;"NY";"RENT";7331,25;"665-669";16;28687;2;4;3,91297527706735;0,326081273088946;0,998571428571429;667
"33068";7000;7000;0,079;"36 months";"wedding";0,2072;"CT";"RENT";6000;"715-719";9;6659;0;0;1,10983333333333;0,0924861111111111;1;717
"1342";3000;1647,62;0,102;"36 months";"major_purchase";0,0033;"CT";"RENT";4583,33;"800-804";3;37;0;0;0,00807273314380592;0,000672727761983827;0,549206666666667;802
"31200";28000;28000;0,1562;"36 months";"debt_consolidation";0,057;"GA";"MORTGAGE";6250;"695-699";6;11923;1;3;1,90768;0,158973333333333;1;697
"10264";15200;6800;0,1558;"60 months";"home_improvement";0,1922;"DC";"MORTGAGE";12083,33;"690-694";20;19712;2;2;1,63133838105886;0,135944865088239;0,447368421052632;692
"49920";15775;15775;0,1465;"36 months";"other";0,0337;"NY";"RENT";4000;"710-714";11;4058;1;11;1,0145;0,0845416666666667;1;712
"30441";30000;22425;0,1059;"36 months";"home_improvement";0,0815;"MN";"MORTGAGE";22916,67;"765-769";13;1945;0;4;0,0848727149276051;0,00707272624396709;0,7475;767
"33148";3000;3000;0,0991;"36 months";"wedding";0,0475;"IL";"OWN";4166,67;"710-714";9;7321;3;6;1,75703859436912;0,146419882864094;1;712
"79022";15350;15350;0,1849;"36 months";"debt_consolidation";0,1509;"GA";"MORTGAGE";4400;"670-674";7;12823;0;11;2,91431818181818;0,242859848484848;1;672
"45222";26500;26500;0,0976;"60 months";"small_business";0,1719;"NY";"MORTGAGE";5416,67;"785-789";13;9966;0;11;1,83987579084567;0,153322982570472;1;787
"22768";6400;6400;0,06;"60 months";"home_improvement";0,0309;"FL";"MORTGAGE";6250;"695-699";5;241;0;3;0,03856;0,00321333333333333;1;697
"96412";13200;13200;0,1433;"36 months";"debt_consolidation";0,2875;"CA";"RENT";3833,33;"695-699";9;8568;1;11;2,23513237837598;0,186261031531332;1;697
"29340";12000;12000;0,1149;"36 months";"debt_consolidation";0,1773;"CA";"MORTGAGE";7300;"705-709";9;38342;0;4;5,25232876712329;0,437694063926941;1;707
"73863";4000;4000;0,0603;"36 months";"car";0,3367;"GA";"MORTGAGE";7917;"800-804";19;55123;1;11;6,96261210054313;0,580217675045261;1;802
"32269";2500;2500;0,0662;"36 months";"home_improvement";0,1096;"MD";"MORTGAGE";6166,67;"730-734";14;24495;0;11;3,97216001504864;0,331013334587387;1;732
"45097";28000;27925;0,1855;"36 months";"debt_consolidation";0,0899;"LA";"MORTGAGE";6666,67;"700-704";6;14189;2;NA;2,12834893582553;0,177362411318794;0,997321428571429;702
"62353";9000;8975;0,089;"36 months";"debt_consolidation";0,0733;"CA";"RENT";12500;"730-734";4;12964;0;5;1,03712;0,0864266666666667;0,997222222222222;732
"53042";6600;6600;0,0603;"36 months";"home_improvement";0,1669;"NC";"MORTGAGE";6250;"750-754";14;17258;0;11;2,76128;0,230106666666667;1;752
"92363";27050;27050;0,1727;"60 months";"credit_card";0,2759;"WA";"MORTGAGE";5025;"705-709";13;40037;1;11;7,96756218905473;0,663963515754561;1;707
"27374";4800;4800;0,1599;"36 months";"major_purchase";0;"IL";"RENT";4583,33;"675-679";2;0;0;6;0;0;1;677
"67953";7550;7550;0,1016;"36 months";"debt_consolidation";0,0383;"CA";"MORTGAGE";8333,33;"710-714";10;10204;0;2;1,2244804897922;0,102040040816016;1;712
"5880";10000;10000;0,0774;"36 months";"debt_consolidation";0,0017;"OR";"MORTGAGE";7083,33;"775-779";9;2994;0;11;0,422682551850613;0,0352235459875511;1;777
"3031";12500;12275;0,1126;"36 months";"credit_card";0,1221;"TX";"RENT";4333,33;"730-734";6;12568;2;8;2,90030992331533;0,24169249360961;0,982;732
"92244";27575;27575;0,1905;"36 months";"debt_consolidation";0,193;"WI";"RENT";5166,67;"660-664";6;14935;1;11;2,89064329635916;0,240886941363264;1;662
"61500";20000;20000;0,1311;"36 months";"debt_consolidation";0,0394;"IL";"MORTGAGE";7238,92;"720-724";6;11751;3;11;1,6233084493267;0,135275704110558;1;722
"7002";15000;14900;0,1461;"36 months";"major_purchase";0,0917;"TX";"RENT";3000;"730-734";8;0;2;0;0;0;0,993333333333333;732
"53002";18000;18000;0,089;"36 months";"home_improvement";0,1279;"NV";"MORTGAGE";10500;"730-734";15;4856;2;0;0,46247619047619;0,0385396825396825;1;732
"32737";5400;5375;0,089;"36 months";"small_business";0,0627;"OH";"RENT";3000;"785-789";2;90;2;NA;0,03;0,0025;0,99537037037037;787
"47286";23000;22950;0,1581;"36 months";"credit_card";0,1602;"CA";"RENT";7083,33;"695-699";8;9664;2;4;1,36433005380238;0,113694171150198;0,997826086956522;697
"16577";8000;7950;0,0579;"36 months";"home_improvement";0,1965;"FL";"OWN";5833,33;"770-774";8;0;0;3;0;0;0,99375;772
"35530";3000;2950;0,1269;"36 months";"debt_consolidation";0,0425;"SC";"OWN";1200;"705-709";4;1643;0;0;1,36916666666667;0,114097222222222;0,983333333333333;707
"23575";7200;7200;0,0692;"36 months";"credit_card";0,1172;"RI";"MORTGAGE";7083,33;"780-784";6;15933;1;3;2,24936576440742;0,187447147033952;1;782
"99508";15350;15350;0,158;"36 months";"credit_card";0,0741;"CO";"MORTGAGE";5666,67;"670-674";6;8128;0;1;1,43435209743994;0,119529341453329;1;672
"72670";6000;6000;0,1212;"36 months";"wedding";0,2121;"GA";"RENT";3333,33;"685-689";8;4638;0;2;1,39140139140139;0,115950115950116;1;687
"2882";15000;8081,65;0,1316;"36 months";"debt_consolidation";0,1316;"GA";"MORTGAGE";2583,33;"755-759";3;4923;2;9;1,90567987829662;0,158806656524718;0,538776666666667;757
"20093";5000;5000;0,1268;"60 months";"moving";0,1259;"NY";"RENT";4416,67;"690-694";13;7686;0;0;1,7402251017169;0,145018758476409;1;692
"9020";2575;2575;0,0676;"36 months";"educational";0,048;"MA";"RENT";6875;"760-764";6;4678;2;3;0,680436363636364;0,0567030303030303;1;762
"52639";1800;1800;0,1367;"36 months";"vacation";0,2421;"NY";"RENT";4250;"670-674";11;5757;0;5;1,35458823529412;0,112882352941176;1;672
"76348";10000;10000;0,1409;"36 months";"other";0,2644;"WA";"MORTGAGE";5416,67;"700-704";6;18652;1;6;3,44344403480367;0,286953669566973;1;702
